chr	start	end	name	score	strand	symbol	tss	K562.ENCFF934YBO.TPM.txt.Expression	Expression	Expression.quantile	is_ue	cellType	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile	DHS.RPM	DHS.RPM.quantile	DHS.RPKM	DHS.RPKM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.readCount	H3K27ac.ENCFF384ZZM.chr22.bam.RPM	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile	H3K27ac.RPM	H3K27ac.RPM.quantile	H3K27ac.RPKM	H3K27ac.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile.TSS1Kb	DHS.RPM.TSS1Kb	DHS.RPM.quantile.TSS1Kb	DHS.RPKM.TSS1Kb	DHS.RPKM.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile.TSS1Kb	H3K27ac.RPM.TSS1Kb	H3K27ac.RPM.quantile.TSS1Kb	H3K27ac.RPKM.TSS1Kb	H3K27ac.RPKM.quantile.TSS1Kb	PromoterActivityQuantile
chr22	18837630	18848564	LOC102725072	0	+	LOC102725072	18837630			0.081996	False	K562	133	306.239221	0.440285	0.440285	28.007977	0.627451	119	304.864771	0.442959	0.442959	27.882273	0.627451	305.551996	0.440285	27.945125	0.622103	0	0.000000	0.020499	0.020499	0.000000	0.020499	0.000000	0.020499	0.000000	0.020499	1	2.302551	0.075758	0.075758	2.302551	0.075758	0	0.000000	0.028520	0.028520	0.000000	0.028520	1.151275	0.034759	1.151275	0.034759	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.031194
chr22	18852555	18881944	LINC01663	0	-	LINC01663	18881944			0.081996	False	K562	66	151.968335	0.298574	0.298574	5.170926	0.092692	57	146.027663	0.294118	0.294118	4.968786	0.101604	148.997999	0.297683	5.069856	0.098039	7	31.991664	0.117647	0.117647	1.088559	0.055258	31.991664	0.117647	1.088559	0.055258	3	6.907652	0.183601	0.183601	6.907652	0.183601	4	10.247555	0.239750	0.239750	10.247555	0.239750	8.577603	0.209447	8.577603	0.209447	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.114082
chr22	18893735	18899601	DGCR6	0	+	DGCR6	18893735	6.050000	6.050000	0.620321	False	K562	194	446.694804	0.547237	0.547237	76.149813	0.857398	169	432.959212	0.547237	0.547237	73.808253	0.855615	439.827008	0.547237	74.979033	0.855615	20	91.404754	0.207665	0.207665	15.582126	0.402852	91.404754	0.207665	15.582126	0.402852	207	476.627961	0.779857	0.779857	476.627961	0.779857	185	473.949433	0.786096	0.786096	473.949433	0.786096	475.288697	0.780749	475.288697	0.780749	72	329.057114	0.743316	0.743316	329.057114	0.743316	329.057114	0.743316	329.057114	0.743316	0.778966
chr22	18900286	18923964	PRODH	0	-	PRODH	18923964	0.000000	0.000000	0.268271	False	K562	142	326.962176	0.450980	0.450980	13.808691	0.383244	101	258.750772	0.403743	0.403743	10.927898	0.279857	292.856474	0.431373	12.368294	0.333333	45	205.660696	0.339572	0.339572	8.685729	0.197861	205.660696	0.339572	8.685729	0.197861	3	6.907652	0.183601	0.183601	6.907652	0.183601	7	17.933222	0.323529	0.323529	17.933222	0.323529	12.420437	0.286988	12.420437	0.286988	1	4.570238	0.184492	0.184492	4.570238	0.184492	4.570238	0.184492	4.570238	0.184492	0.254902
chr22	18958010	18982142	DGCR5	0	+	DGCR5	18958010	0.000000	0.000000	0.268271	False	K562	327	752.934025	0.663102	0.663102	31.200647	0.670232	281	719.890761	0.661319	0.661319	29.831376	0.661319	736.412393	0.657754	30.516012	0.664884	114	521.007098	0.510695	0.510695	21.589885	0.518717	521.007098	0.510695	21.589885	0.518717	19	43.748460	0.436720	0.436720	43.748460	0.436720	8	20.495111	0.342246	0.342246	20.495111	0.342246	32.121785	0.397504	32.121785	0.397504	1	4.570238	0.184492	0.184492	4.570238	0.184492	4.570238	0.184492	4.570238	0.184492	0.301248
chr22	19005346	19007761	DGCR9	0	+	DGCR9	19005346	0.000000	0.000000	0.268271	False	K562	29	66.773966	0.168449	0.168449	27.649675	0.623886	35	89.666109	0.208556	0.208556	37.128824	0.725490	78.220037	0.188948	32.389249	0.689840	23	105.115467	0.231729	0.231729	43.526073	0.691622	105.115467	0.231729	43.526073	0.691622	16	36.840809	0.409982	0.409982	36.840809	0.409982	25	64.047221	0.484848	0.484848	64.047221	0.484848	50.444015	0.456328	50.444015	0.456328	6	27.421426	0.418004	0.418004	27.421426	0.418004	27.421426	0.418004	27.421426	0.418004	0.443850
chr22	19010136	19011063	DGCR10	0	+	DGCR10	19010136	0.000000	0.000000	0.268271	False	K562	36	82.891819	0.192513	0.192513	89.419438	0.866310	22	56.361554	0.145276	0.145276	60.799951	0.828877	69.626687	0.172906	75.109694	0.857398	6	27.421426	0.110517	0.110517	29.580827	0.606061	27.421426	0.110517	29.580827	0.606061	38	87.496920	0.512478	0.512478	87.496920	0.512478	22	56.361554	0.473262	0.473262	56.361554	0.473262	71.929237	0.495544	71.929237	0.495544	7	31.991664	0.438503	0.438503	31.991664	0.438503	31.991664	0.438503	31.991664	0.438503	0.461676
chr22	19023794	19109967	DGCR2	0	-	DGCR2	19109967	40.240000	40.240000	0.846702	False	K562	2957	6808.641933	0.976827	0.976827	79.011314	0.859180	2762	7075.936947	0.976827	0.976827	82.113155	0.868093	6942.289440	0.976827	80.562235	0.862745	1445	6603.993474	0.969697	0.969697	76.636458	0.809269	6603.993474	0.969697	76.636458	0.809269	736	1694.677194	0.944742	0.944742	1694.677194	0.944742	691	1770.265181	0.950089	0.950089	1770.265181	0.950089	1732.471188	0.946524	1732.471188	0.946524	67	306.205926	0.718360	0.718360	306.205926	0.718360	306.205926	0.718360	306.205926	0.718360	0.844920
chr22	19033674	19035888	DGCR11	0	-	DGCR11	19035888	3.770000	3.770000	0.566845	False	K562	29	66.773966	0.168449	0.168449	30.159876	0.652406	46	117.846886	0.261141	0.261141	53.228043	0.807487	92.310426	0.201426	41.693959	0.748663	24	109.685705	0.239750	0.239750	49.541872	0.720143	109.685705	0.239750	49.541872	0.720143	16	36.840809	0.409982	0.409982	36.840809	0.409982	14	35.866444	0.421569	0.421569	35.866444	0.421569	36.353626	0.417112	36.353626	0.417112	18	82.264279	0.542781	0.542781	82.264279	0.542781	82.264279	0.542781	82.264279	0.542781	0.477718
chr22	19117791	19132190	DGCR14	0	-	DGCR14	19132190	35.200000	35.200000	0.828877	False	K562	452	1040.752842	0.751337	0.751337	72.279522	0.846702	425	1088.802752	0.766488	0.766488	75.616553	0.859180	1064.777797	0.757576	73.948038	0.848485	310	1416.773686	0.762923	0.762923	98.393894	0.852050	1416.773686	0.762923	98.393894	0.852050	1655	3810.721136	0.987522	0.987522	3810.721136	0.987522	1396	3576.396806	0.989305	0.989305	3576.396806	0.989305	3693.558971	0.987522	3693.558971	0.987522	113	516.436860	0.827094	0.827094	516.436860	0.827094	516.436860	0.827094	516.436860	0.827094	0.925134
chr22	19118320	19120136	TSSK2	0	+	TSSK2	19118320	0.000000	0.000000	0.268271	False	K562	48	110.522426	0.221925	0.221925	60.860367	0.823529	39	99.913664	0.222816	0.222816	55.018538	0.812834	105.218045	0.224599	57.939452	0.821747	16	73.123803	0.193405	0.193405	40.266411	0.675579	73.123803	0.193405	40.266411	0.675579	33	75.984168	0.493761	0.493761	75.984168	0.493761	29	74.294776	0.511586	0.511586	74.294776	0.511586	75.139472	0.502674	75.139472	0.502674	10	45.702377	0.490196	0.490196	45.702377	0.490196	45.702377	0.490196	45.702377	0.490196	0.497326
chr22	19136503	19137796	GSC2	0	-	GSC2	19137796	0.000000	0.000000	0.268271	False	K562	7	16.117854	0.049020	0.049020	12.465471	0.335116	8	20.495111	0.063280	0.063280	15.850820	0.418895	18.306482	0.058824	14.158146	0.392157	3	13.710713	0.074866	0.074866	10.603800	0.270945	13.710713	0.074866	10.603800	0.270945	0	0.000000	0.022282	0.022282	0.000000	0.022282	1	2.561889	0.084670	0.084670	2.561889	0.084670	1.280944	0.049911	1.280944	0.049911	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.039216
chr22	19159218	19160345	LINC01311	0	+	LINC01311	19159218			0.081996	False	K562	132	303.936671	0.437611	0.437611	269.686487	0.964349	97	248.503216	0.395722	0.395722	220.499748	0.959002	276.219944	0.411765	245.093118	0.962567	342	1563.021293	0.778075	0.778075	1386.886684	0.994652	1563.021293	0.778075	1386.886684	0.994652	374	861.153900	0.875223	0.875223	861.153900	0.875223	319	817.242537	0.877005	0.877005	817.242537	0.877005	839.198218	0.877005	839.198218	0.877005	334	1526.459391	0.953654	0.953654	1526.459391	0.953654	1526.459391	0.953654	1526.459391	0.953654	0.942959
chr22	19163087	19166376	SLC25A1	0	-	SLC25A1	19166376	195.170000	195.170000	0.966132	False	K562	437	1006.214584	0.744207	0.744207	305.933288	0.967914	449	1150.288084	0.777184	0.777184	349.737940	0.976827	1078.251334	0.759358	327.835614	0.969697	282	1288.807031	0.740642	0.740642	391.853764	0.975045	1288.807031	0.740642	391.853764	0.975045	589	1356.202265	0.921569	0.921569	1356.202265	0.921569	536	1373.172413	0.932264	0.932264	1373.172413	0.932264	1364.687339	0.928699	1364.687339	0.928699	133	607.841614	0.854724	0.854724	607.841614	0.854724	607.841614	0.854724	607.841614	0.854724	0.912656
chr22	19166986	19279239	CLTCL1	0	-	CLTCL1	19279239	6.530000	6.530000	0.634581	False	K562	3612	8316.812533	0.983957	0.983957	74.089891	0.850267	3393	8692.488798	0.985740	0.985740	77.436583	0.866310	8504.650666	0.985740	75.763237	0.859180	1316	6014.432811	0.964349	0.964349	53.579261	0.741533	6014.432811	0.964349	53.579261	0.741533	241	554.914679	0.815508	0.815508	554.914679	0.815508	194	497.006433	0.794118	0.794118	497.006433	0.794118	525.960556	0.798574	525.960556	0.798574	136	621.552327	0.861854	0.861854	621.552327	0.861854	621.552327	0.861854	621.552327	0.861854	0.852050
chr22	19318223	19419219	HIRA	0	-	HIRA	19419219	60.120000	60.120000	0.887701	False	K562	5329	12270.291802	0.994652	0.994652	121.492849	0.916221	4836	12389.294379	0.994652	0.994652	122.671139	0.914439	12329.793091	0.994652	122.081994	0.914439	2898	13244.548849	0.994652	0.994652	131.139341	0.887701	13244.548849	0.994652	131.139341	0.887701	240	552.612128	0.811943	0.811943	552.612128	0.811943	215	550.806098	0.821747	0.821747	550.806098	0.821747	551.709113	0.819964	551.709113	0.819964	316	1444.195113	0.950089	0.950089	1444.195113	0.950089	1444.195113	0.950089	1444.195113	0.950089	0.907308
chr22	19419424	19423601	MRPL40	0	+	MRPL40	19419424	165.720000	165.720000	0.955437	False	K562	1355	3119.955975	0.925134	0.925134	746.937030	0.987522	1269	3251.036925	0.928699	0.928699	778.318632	0.992870	3185.496450	0.925134	762.627831	0.987522	593	2710.150955	0.888592	0.888592	648.827138	0.983957	2710.150955	0.888592	648.827138	0.983957	641	1475.934893	0.934938	0.934938	1475.934893	0.934938	557	1426.972078	0.937611	0.937611	1426.972078	0.937611	1451.453486	0.937611	1451.453486	0.937611	346	1581.302244	0.955437	0.955437	1581.302244	0.955437	1581.302244	0.955437	1581.302244	0.955437	0.962567
chr22	19430672	19435755	C22orf39	0	-	C22orf39	19435755	90.020000	90.020000	0.916221	False	K562	770	1772.963912	0.846702	0.846702	348.802658	0.971480	698	1788.198403	0.850267	0.850267	351.799804	0.978610	1780.581158	0.852050	350.301231	0.976827	373	1704.698661	0.800357	0.800357	335.372548	0.967914	1704.698661	0.800357	335.372548	0.967914	465	1070.685999	0.900178	0.900178	1070.685999	0.900178	454	1163.097529	0.910873	0.910873	1163.097529	0.910873	1116.891764	0.903743	1116.891764	0.903743	141	644.403515	0.871658	0.871658	644.403515	0.871658	644.403515	0.871658	644.403515	0.871658	0.910873
chr22	19437463	19466738	UFD1	0	-	UFD1	19466738			0.081996	False	K562	901	2074.598032	0.871658	0.871658	70.865859	0.841355	884	2264.709725	0.889483	0.889483	77.359854	0.864528	2169.653879	0.877005	74.112857	0.852050	1006	4597.659124	0.945633	0.945633	157.050696	0.914439	4597.659124	0.945633	157.050696	0.914439	1112	2560.436195	0.964349	0.964349	2560.436195	0.964349	1104	2828.325268	0.971480	0.971480	2828.325268	0.971480	2694.380731	0.966132	2694.380731	0.966132	980	4478.832944	1.000000	1.000000	4478.832944	1.000000	4478.832944	1.000000	4478.832944	1.000000	0.987522
chr22	19467348	19508135	CDC45	0	+	CDC45	19467348	316.990000	316.990000	0.983957	False	K562	1598	3679.475755	0.935829	0.935829	90.211973	0.869875	1595	4086.212683	0.942959	0.942959	100.184193	0.889483	3882.844219	0.941176	95.198083	0.880570	762	3482.521126	0.914439	0.914439	85.383115	0.828877	3482.521126	0.914439	85.383115	0.828877	2099	4833.053573	0.998217	0.998217	4833.053573	0.998217	1923	4926.512219	0.998217	0.998217	4926.512219	0.998217	4879.782896	0.998217	4879.782896	0.998217	819	3743.024675	0.998217	0.998217	3743.024675	0.998217	3743.024675	0.998217	3743.024675	0.998217	1.000000
chr22	19510546	19512860	CLDN5	0	-	CLDN5	19512860	0.000000	0.000000	0.268271	False	K562	57	131.245381	0.257576	0.257576	56.717969	0.809269	41	105.037442	0.234403	0.234403	45.392153	0.768271	118.141411	0.251337	51.055061	0.793226	8	36.561902	0.125668	0.125668	15.800303	0.409982	36.561902	0.125668	15.800303	0.409982	34	78.286718	0.496435	0.496435	78.286718	0.496435	27	69.170998	0.503565	0.503565	69.170998	0.503565	73.728858	0.499109	73.728858	0.499109	3	13.710713	0.319964	0.319964	13.710713	0.319964	13.710713	0.319964	13.710713	0.319964	0.417112
chr22	19553652	19554362	LINC00895	0	-	LINC00895	19554362			0.081996	False	K562	21	48.353561	0.122103	0.122103	68.103607	0.836007	17	43.552110	0.120321	0.120321	61.341000	0.830660	45.952836	0.115865	64.722304	0.832442	11	50.272615	0.147950	0.147950	70.806500	0.798574	50.272615	0.147950	70.806500	0.798574	23	52.958662	0.455437	0.455437	52.958662	0.455437	21	53.799665	0.468806	0.468806	53.799665	0.468806	53.379164	0.463458	53.379164	0.463458	12	54.842852	0.515152	0.515152	54.842852	0.515152	54.842852	0.515152	54.842852	0.515152	0.491979
chr22	19704742	19712297	SEPT5-GP1BB	0	+	SEPT5-GP1BB	19704742			0.081996	False	K562	2790	6424.115993	0.973262	0.973262	850.313169	0.991087	2188	5605.412759	0.960784	0.960784	741.947420	0.987522	6014.764376	0.967914	796.130295	0.991087	1245	5689.945934	0.960784	0.960784	753.136457	0.985740	5689.945934	0.960784	753.136457	0.985740	42	96.707122	0.529412	0.529412	96.707122	0.529412	20	51.237777	0.464349	0.464349	51.237777	0.464349	73.972450	0.500891	73.972450	0.500891	11	50.272615	0.505348	0.505348	50.272615	0.505348	50.272615	0.505348	50.272615	0.505348	0.502674
chr22	19705957	19710845	SEPT5	0	+	SEPT5	19705957	133.970000	133.970000	0.946524	False	K562	1161	2673.261171	0.910873	0.910873	546.902858	0.983957	880	2254.462170	0.887701	0.887701	461.223848	0.983957	2463.861671	0.900178	504.063353	0.983957	882	4030.949650	0.935829	0.935829	824.662367	0.987522	4030.949650	0.935829	824.662367	0.987522	203	467.417759	0.775401	0.775401	467.417759	0.775401	195	499.568322	0.796791	0.796791	499.568322	0.796791	483.493040	0.786096	483.493040	0.786096	301	1375.641547	0.946524	0.946524	1375.641547	0.946524	1375.641547	0.946524	1375.641547	0.946524	0.894831
chr22	19711065	19712297	GP1BB	0	+	GP1BB	19711065	82.060000	82.060000	0.910873	False	K562	543	1250.284941	0.789661	0.789661	1014.841673	0.994652	383	981.203422	0.745989	0.745989	796.431349	0.994652	1115.744181	0.770053	905.636511	0.994652	260	1188.261801	0.725490	0.725490	964.498216	0.991087	1188.261801	0.725490	964.498216	0.991087	1337	3078.510066	0.975045	0.975045	3078.510066	0.975045	1079	2764.278047	0.968806	0.968806	2764.278047	0.968806	2921.394056	0.973262	2921.394056	0.973262	453	2070.317677	0.978610	0.978610	2070.317677	0.978610	2070.317677	0.978610	2070.317677	0.978610	0.985740
chr22	19744225	19771112	TBX1	0	+	TBX1	19744225	10.560000	10.560000	0.686275	False	K562	2751	6334.316522	0.971480	0.971480	235.590305	0.959002	2566	6573.806736	0.973262	0.973262	244.497591	0.962567	6454.061629	0.973262	240.043948	0.959002	699	3194.596151	0.903743	0.903743	118.815641	0.878788	3194.596151	0.903743	118.815641	0.878788	148	340.777479	0.720143	0.720143	340.777479	0.720143	137	350.978770	0.738859	0.738859	350.978770	0.738859	345.878124	0.721925	345.878124	0.721925	12	54.842852	0.515152	0.515152	54.842852	0.515152	54.842852	0.515152	54.842852	0.515152	0.602496
chr22	19775933	19842462	GNB1L	0	-	GNB1L	19842462	30.250000	30.250000	0.807487	False	K562	3488	8031.296267	0.980392	0.980392	120.718728	0.912656	3113	7975.159926	0.982175	0.982175	119.874941	0.912656	8003.228096	0.980392	120.296834	0.912656	1438	6572.001810	0.967914	0.967914	98.784016	0.855615	6572.001810	0.967914	98.784016	0.855615	1449	3336.395726	0.978610	0.978610	3336.395726	0.978610	1242	3181.865926	0.978610	0.978610	3181.865926	0.978610	3259.130826	0.980392	3259.130826	0.980392	371	1695.558186	0.962567	0.962567	1695.558186	0.962567	1695.558186	0.962567	1695.558186	0.962567	0.982175
chr22	19833660	19842371	C22orf29	0	-	C22orf29	19842371	23.150000	23.150000	0.774510	False	K562	650	1496.657848	0.827094	0.827094	171.812404	0.944742	550	1409.038856	0.811052	0.811052	161.753973	0.935829	1452.848352	0.818182	166.783188	0.942959	632	2888.390225	0.894831	0.894831	331.579638	0.966132	2888.390225	0.894831	331.579638	0.966132	1453	3345.605928	0.980392	0.980392	3345.605928	0.980392	1238	3171.618371	0.976827	0.976827	3171.618371	0.976827	3258.612149	0.978610	3258.612149	0.978610	362	1654.426047	0.959893	0.959893	1654.426047	0.959893	1654.426047	0.959893	1654.426047	0.959893	0.980392
chr22	19881780	19929515	TXNRD2	0	-	TXNRD2	19929515	40.260000	40.260000	0.848485	False	K562	1395	3212.057997	0.926916	0.926916	67.289368	0.832442	1252	3207.484814	0.925134	0.925134	67.193565	0.837790	3209.771406	0.926916	67.241467	0.837790	1117	5104.955509	0.951872	0.951872	106.943658	0.864528	5104.955509	0.951872	106.943658	0.864528	188	432.879501	0.768271	0.768271	432.879501	0.768271	134	343.293103	0.729055	0.729055	343.293103	0.729055	388.086302	0.752228	388.086302	0.752228	459	2097.739103	0.980392	0.980392	2097.739103	0.980392	2097.739103	0.980392	2097.739103	0.980392	0.882353
chr22	19938459	19957498	COMT	0	+	COMT	19938459	198.070000	198.070000	0.967914	True	K562	1641	3778.485428	0.939394	0.939394	198.460288	0.951872	1428	3658.377248	0.935829	0.935829	192.151754	0.953654	3718.431338	0.935829	195.306021	0.953654	384	1754.971276	0.807487	0.807487	92.177702	0.843137	1754.971276	0.807487	92.177702	0.843137	16	36.840809	0.409982	0.409982	36.840809	0.409982	17	43.552110	0.442959	0.442959	43.552110	0.442959	40.196459	0.433155	40.196459	0.433155	17	77.694041	0.537433	0.537433	77.694041	0.537433	77.694041	0.537433	77.694041	0.537433	0.481283
chr22	19957401	20004309	ARVCF	0	-	ARVCF	20004309	31.610000	31.610000	0.816399	False	K562	2230	5134.687694	0.957219	0.957219	109.462942	0.900178	2006	5139.148992	0.956328	0.956328	109.558050	0.905526	5136.918343	0.957219	109.510496	0.905526	1010	4615.940075	0.948307	0.948307	98.404112	0.853832	4615.940075	0.948307	98.404112	0.853832	539	1241.074738	0.912656	0.912656	1241.074738	0.912656	561	1437.219633	0.939394	0.939394	1437.219633	0.939394	1339.147186	0.925134	1339.147186	0.925134	60	274.214262	0.701426	0.701426	274.214262	0.701426	274.214262	0.701426	274.214262	0.701426	0.830660
chr22	20008591	20054687	TANGO2	0	+	TANGO2	20008591	78.220000	78.220000	0.905526	False	K562	3658	8422.729858	0.985740	0.985740	182.721491	0.948307	3073	7872.684373	0.980392	0.980392	170.788883	0.944742	8147.707115	0.982175	176.755187	0.946524	2080	9506.094412	0.987522	0.987522	206.223846	0.939394	9506.094412	0.987522	206.223846	0.939394	479	1102.921706	0.901961	0.901961	1102.921706	0.901961	473	1211.773416	0.914439	0.914439	1211.773416	0.914439	1157.347561	0.910873	1157.347561	0.910873	333	1521.889153	0.951872	0.951872	1521.889153	0.951872	1521.889153	0.951872	1521.889153	0.951872	0.950089
chr22	20067754	20099400	DGCR8	0	+	DGCR8	20067754	99.980000	99.980000	0.928699	False	K562	1460	3361.723781	0.930481	0.930481	106.229027	0.894831	1396	3576.396806	0.934046	0.934046	113.012602	0.909091	3469.060294	0.930481	109.620814	0.907308	1633	7463.198161	0.975045	0.975045	235.833855	0.946524	7463.198161	0.975045	235.833855	0.946524	987	2272.617378	0.960784	0.960784	2272.617378	0.960784	921	2359.499612	0.962567	0.962567	2359.499612	0.962567	2316.058495	0.960784	2316.058495	0.960784	221	1010.022531	0.919786	0.919786	1010.022531	0.919786	1010.022531	0.919786	1010.022531	0.919786	0.957219
chr22	20099388	20104818	TRMT2A	0	-	TRMT2A	20104818	192.330000	192.330000	0.964349	False	K562	1036	2385.442354	0.887701	0.887701	439.307984	0.982175	870	2228.843282	0.882353	0.882353	410.468376	0.980392	2307.142818	0.885918	424.888180	0.980392	527	2408.515267	0.866310	0.866310	443.557139	0.980392	2408.515267	0.866310	443.557139	0.980392	1468	3380.144186	0.983957	0.983957	3380.144186	0.983957	1299	3327.893589	0.982175	0.982175	3327.893589	0.982175	3354.018888	0.983957	3354.018888	0.983957	259	1183.691564	0.939394	0.939394	1183.691564	0.939394	1183.691564	0.939394	1183.691564	0.939394	0.975045
chr22	20104946	20114880	RANBP1	0	+	RANBP1	20104946	1670.440000	1670.440000	0.998217	False	K562	631	1452.909388	0.823529	0.823529	146.256230	0.934046	629	1611.428074	0.832442	0.832442	162.213416	0.937611	1532.168731	0.823529	154.234823	0.935829	740	3381.975897	0.910873	0.910873	340.444524	0.969697	3381.975897	0.910873	340.444524	0.969697	1463	3368.631433	0.982175	0.982175	3368.631433	0.982175	1303	3338.141145	0.983957	0.983957	3338.141145	0.983957	3353.386289	0.982175	3353.386289	0.982175	236	1078.576097	0.925134	0.925134	1078.576097	0.925134	1078.576097	0.925134	1078.576097	0.925134	0.967914
chr22	20119363	20135530	ZDHHC8	0	+	ZDHHC8	20119363	80.580000	80.580000	0.909091	False	K562	294	676.949857	0.634581	0.634581	41.872324	0.752228	247	632.786541	0.635472	0.635472	39.140628	0.737968	654.868199	0.634581	40.506476	0.743316	150	685.535655	0.601604	0.601604	42.403393	0.686275	685.535655	0.601604	42.403393	0.686275	23	52.958662	0.455437	0.455437	52.958662	0.455437	27	69.170998	0.503565	0.503565	69.170998	0.503565	61.064830	0.475936	61.064830	0.475936	17	77.694041	0.537433	0.537433	77.694041	0.537433	77.694041	0.537433	77.694041	0.537433	0.504456
chr22	20136108	20137431	CCDC188	0	-	CCDC188	20137431			0.081996	False	K562	20	46.051011	0.114973	0.114973	34.808020	0.705882	9	23.056999	0.070410	0.070410	17.427815	0.474153	34.554005	0.099822	26.117918	0.606061	5	22.851188	0.100713	0.100713	17.272251	0.440285	22.851188	0.100713	17.272251	0.440285	6	13.815303	0.297683	0.297683	13.815303	0.297683	6	15.371333	0.303922	0.303922	15.371333	0.303922	14.593318	0.313725	14.593318	0.313725	1	4.570238	0.184492	0.184492	4.570238	0.184492	4.570238	0.184492	4.570238	0.184492	0.265597
chr22	20186252	20192441	LOC284865	0	-	LOC284865	20192441			0.081996	False	K562	160	368.408086	0.492870	0.492870	59.526270	0.819964	163	417.587879	0.533868	0.533868	67.472593	0.839572	392.997982	0.520499	63.499432	0.825312	76	347.338065	0.427807	0.427807	56.121840	0.754011	347.338065	0.427807	56.121840	0.754011	15	34.538258	0.402852	0.402852	34.538258	0.402852	11	28.180777	0.388592	0.388592	28.180777	0.388592	31.359518	0.392157	31.359518	0.392157	6	27.421426	0.418004	0.418004	27.421426	0.418004	27.421426	0.418004	27.421426	0.418004	0.420677
chr22	20193854	20196060	LINC00896	0	+	LINC00896	20193854	0.880000	0.880000	0.508021	False	K562	420	967.071225	0.741533	0.741533	438.382242	0.980392	364	932.527534	0.729947	0.729947	422.723270	0.982175	949.799379	0.737968	430.552756	0.982175	256	1169.980851	0.721925	0.721925	530.363033	0.982175	1169.980851	0.721925	530.363033	0.982175	402	925.625315	0.882353	0.882353	925.625315	0.882353	362	927.403756	0.891266	0.891266	927.403756	0.891266	926.514536	0.885918	926.514536	0.885918	219	1000.882056	0.918004	0.918004	1000.882056	0.918004	1000.882056	0.918004	1000.882056	0.918004	0.921569
chr22	20228937	20255816	RTN4R	0	-	RTN4R	20255816	0.870000	0.870000	0.505348	False	K562	771	1775.266463	0.849376	0.849376	66.046596	0.828877	657	1683.160961	0.837790	0.837790	62.619925	0.834225	1729.213712	0.843137	64.333261	0.828877	220	1005.452294	0.684492	0.684492	37.406611	0.650624	1005.452294	0.684492	37.406611	0.650624	59	135.850482	0.575758	0.575758	135.850482	0.575758	69	176.770329	0.610517	0.610517	176.770329	0.610517	156.310405	0.590018	156.310405	0.590018	10	45.702377	0.490196	0.490196	45.702377	0.490196	45.702377	0.490196	45.702377	0.490196	0.531194
